x_m,y_m,psi_rad,vx_mps,vy_mps,r_radps
-3.0940061595356125,7.465730306100545,0.4983064,3.9030003,0,1.1453537821364101
-3.058543719498491,7.372348083589707,0.5275297,3.9032728,0,1.1382568008448
-3.0203629707406137,7.280006325392845,0.5565716,3.9042462,0,1.1308531990914
-2.979525902573419,7.188809467783671,0.5854337,3.9059303,0,1.1256199774936901
-2.9360998897433124,7.098865795034114,0.6141522,3.9080871,0,1.12121260259805
-2.890086887410423,7.010155678915807,0.6428201,3.9106204,0,1.12142593050968
-2.8415711082444766,6.922835257272522,0.6714477,3.9130576,0,1.1206601747582399
-2.7905643073965907,6.8369164202860135,0.7000325,3.9154994,0,1.11846396980976
-2.737158213738238,6.752528326053739,0.7283409,3.9180885,0,1.0987072426992
-2.6813765102973743,6.669619333853523,0.7560311,3.9225738,0,1.07488877714832
-2.6233772249394947,6.5883135526847445,0.7831335,3.9293042,0,1.05503468077764
-2.5632385555182906,6.508617541943572,0.8096564,3.9378177,0,1.0361122927156798
-2.5008830997219214,6.430351515973953,0.8357144,3.9479697,0,1.01655640130148
-2.4368079142748975,6.3540302341979675,0.8609079,3.9597762,0,0.98085279982242
-2.3706494321781353,6.279069404875831,0.8851028,3.9747984,0,0.93712549941312
-2.3028195197729837,6.205768539738307,0.9079769,3.9620459,0,0.88066692205922
-2.233392233970412,6.1340204015533475,0.9300366,3.9364212,0,0.8908081811388
-2.1620961212929597,6.06360687562733,0.9534688,3.9156199,0,0.94540841300346
-2.0895032362298185,5.995290612457792,0.9782402,3.8993949,0,0.99618426419535
-2.014852441673104,5.928547584876544,1.0045245,3.8875548,0,1.0437248813718
-1.938696185462602,5.864043322841075,1.0316983,3.8781993,0,1.07143904046939
-1.8606201399502678,5.80153073543681,1.0597069,3.8706402,0,1.09171252015392
-1.780874269544899,5.741289820957197,1.0880219,3.8637783,0,1.1007587546879398
-1.699433291828988,5.683325253732672,1.1162699,3.8571461,0,1.06233325028895
-1.6164397178991055,5.627632276941381,1.1429958,3.846609,0,0.9987324067772999
-1.532013317319206,5.574082244162659,1.1675959,3.8296428,0,0.88290231857604
-1.44645124997636,5.522537820289864,1.1890906,3.8004881,0,0.7581745730214
-1.3597574357097304,5.472630452647169,1.2072088,3.7578508,0,0.61170332900908
-1.272370601094398,5.424200207834939,1.2216313,3.6989033,0,0.46367158448754
-1.1843261029931471,5.376835143852095,1.2321835,3.6228336,0,0.31013593087824
-1.0958485310261572,5.330208250985466,1.2387163,3.528289,0,0.15821588816690002
-1.007365329693535,5.284082342390288,1.2410966,3.4145139,0,0.00861106260441
-0.9184953985158688,5.237783702017629,1.2392276,3.2928872,0,-0.1309959921468
-0.8303313712503194,5.191404243102184,1.2330753,3.1797035,0,-0.2663147947611
-0.7419664993917237,5.143974779929869,1.2225888,3.0735923,0,-0.38765006693444004
-0.654515790800751,5.0956011253573985,1.2077604,2.9739389,0,-0.5028353735753399
-0.568098233710461,5.045874065735936,1.1888016,2.8801038,0,-0.6116585884004401
-0.48213043278667445,4.993948732594028,1.1654178,2.7904663,0,-0.70463431869787
-0.3981805427029743,4.940295246990251,1.1380775,2.7049315,0,-0.7974546506656499
-0.31556754187520825,4.884009384869453,1.1066836,2.6223284,0,-0.8796107620060799
-0.2344477909003927,4.824654812914431,1.0709323,2.5414352,0,-0.95137788038384
-0.15618480060230144,4.762740102342864,1.0313306,2.4622732,0,-1.0256800921002398
-0.08114493462399382,4.698143130548145,0.987991,2.3849151,0,-1.1030959736605501
-0.008025607473048813,4.629119756766193,0.9397741,2.3065877,0,-1.1566185655107801
0.06138790957676435,4.55667424540893,0.8878718,2.225706,0,-1.1803571049858002
0.12643761933091474,4.481244847434129,0.8364736,2.142278,0,-1.0067095606944
0.18832140190158989,4.402734059011994,0.8058936,2.0406243,0,0.006816705474150001
0.2501806138416522,4.325536892942025,0.8496844,1.8439604,0,0.36956396182344003
0.3132125990241085,4.249103951244818,0.812463,1.73585,0,-1.478914516965
0.37085399360302274,4.1666761535697745,0.7009812,1.6862352,0,-2.16693229194624
0.4171450324046141,4.078528908637504,0.5630792,1.6587067,0,-2.43724275044411
0.45014093697280555,3.984368846277782,0.4084628,1.653036,0,-2.6674807200888
0.4676185965476248,3.8860398892761094,0.2423806,1.6528295,0,-2.72260372520395
0.46882248091920165,3.7861682319878183,0.0838117,1.6526231,0,-2.50158170117547
0.4549313187568565,3.687230436524813,-0.0605684,1.6743921,0,-2.30470227139452
0.42755611587022085,3.591117693216314,-0.1925925,1.7120143,0,-2.1655638675788804
0.38824727326582276,3.49921981917941,-0.3142764,1.757453,0,-2.0558885543642
