x_m,y_m,phi_rad,Ux_mps,Uy_mps,r_radps
-0.7776352,2.8478904,3.8951803000000003,2.3286506,0,-1.6991045675912
-0.8536043,2.7828687,3.8224281,2.3515653,0,-1.69181836991055
-0.9345183,2.7231752,3.7504589,2.3733356,0,-1.6921327467469598
-1.0186224,2.6699043,3.6807286,2.3933341,0,-1.65257757071038
-1.106662,2.6223094,3.612442,2.4156796,0,-1.6128685852213598
-1.1976888,2.5807013,3.5470904,2.4402319,0,-1.5621735043969802
-1.2909687,2.5450634,3.4851138,2.4679417,0,-1.47785260199983
-1.3864119,2.5150152,3.4271509,2.5019284,0,-1.3921250018707203
-1.4832591,2.4903374,3.3743677,2.541917,0,-1.2737823155953
-1.5812695,2.4705364,3.3267401000000003,2.5907497,0,-1.16966467953181
-1.6799384,2.4551967,3.284148,2.6465151,0,-1.06267743882984
-1.7792694,2.4438192,3.2462923000000004,2.7091662,0,-0.96385848130416
-1.878848,2.4359867,3.2130558000000002,2.7776314,0,-0.86052881785038
-1.9786615,2.4312378,3.1843868,2.8521871,0,-0.7526245788557301
-2.0785664,2.4291217,3.1603339999999998,2.9331363,0,-0.63770988185991
-2.1784709,2.429176,3.1409538,3.0210392,0,-0.51488719080496
-2.2783941,2.4309299,3.1263488,3.1165514,0,-0.37958785748636004
-2.3782701,2.4338996,3.1165796,3.2207774,0,-0.24061236267761998
-2.4781307,2.4376163,3.1113565000000003,3.3238937,0,-0.09912715225762
-2.5779703,2.44165,3.1098849,3.4223762,0,-0.01085714625688
-2.6778225,2.4457162,3.1106702000000004,3.5166804,0,0.06366211361316
-2.7776691,2.4496061,3.1133278,3.6071922,0,0.12653164511472
-2.8775421,2.4531458,3.1177149,3.6942421,0,0.19688869638581
-2.9774375,2.4561533,3.1240050999999998,3.7781153,0,0.27428399236093
-3.0773334,2.4584578,3.1315061,3.8590606,0,0.2952200654303
-3.1772308,2.4600005,3.1391156000000002,3.9372958,0,0.26854365376858
-3.2771473,2.4608822,3.144278,4.0130134,0,0.140997225809
-3.3770414,2.4614126,3.1461539,4.0665877,0,0.010473496621350002
-3.4770434,2.4619175,3.1448063,3.9656992,0,-0.1172637424944
-3.5769505,2.4627204,3.140143,3.8749232,0,-0.24712942695712
-3.6769084,2.464161,3.1320701,3.7936469,0,-0.36889877693228
-3.7768089,2.4665714,3.1207333999999998,3.7212834,0,-0.48273679075488
-3.8767172,2.4702772,3.1061983,3.6571488,0,-0.58762116059712
-3.9764745,2.4755831,3.0886025000000004,3.6010924,0,-0.68880507066708
-4.0762,2.4827979,3.0680825,3.5522585,0,-0.7792042423641001
